bet_num,matchup,pick,probability,ev,bet_size,won,profit,bankroll
357,ATL @ BKN,ATL,0.65,0.30000000000000004,1190.75554644686,False,-1190.75554644686,14685.985072844604
358,OKC @ SAS,OKC,0.65,0.30000000000000004,1101.4488804633454,False,-1101.4488804633454,13584.536192381258
359,GSW @ NYK,GSW,0.65,0.30000000000000004,1018.8402144285945,True,1018.8402144285945,14603.376406809852
360,CLE @ DET,CLE,0.578,0.15599999999999992,569.5316798655839,True,569.5316798655839,15172.908086675436
361,IND @ NOP,IND,0.65,0.30000000000000004,1137.9681065006578,False,-1137.9681065006578,14034.939980174779
362,MIL @ CHI,MIL,0.6240000000000001,0.24800000000000022,870.166278770837,True,870.166278770837,14905.106258945616
363,ATL @ BKN,ATL,0.5800000000000001,0.16000000000000014,596.2042503578251,False,-596.2042503578251,14308.902008587791
364,DEN @ LAL,DEN,0.59,0.17999999999999994,643.9005903864504,True,643.9005903864504,14952.802598974242
365,IND @ SAS,IND,0.6359999999999999,0.2719999999999998,1016.7905767302477,False,-1016.7905767302477,13936.012022243995
366,OKC @ PHX,OKC,0.65,0.30000000000000004,1045.2009016682998,True,1045.2009016682998,14981.212923912295
367,OKC @ LAL,OKC,0.566,0.1319999999999999,494.3800264891053,False,-494.3800264891053,14486.83289742319
368,IND @ DAL,IND,0.516,0.03200000000000003,115.89466317938562,True,115.89466317938562,14602.727560602576
369,ATL @ NYK,ATL,0.55,0.10000000000000009,365.0681890150647,True,365.0681890150647,14967.79574961764
370,BOS @ CLE,BOS,0.65,0.30000000000000004,1122.5846812213233,False,-1122.5846812213233,13845.211068396316
371,SAS @ HOU,SAS,0.548,0.09600000000000009,332.2850656415119,False,-332.2850656415119,13512.926002754804
372,ORL @ CHA,ORL,0.65,0.30000000000000004,1013.4694502066105,True,1013.4694502066105,14526.395452961415
373,ORL @ WAS,ORL,0.612,0.22399999999999998,813.4781453658392,True,813.4781453658392,15339.873598327255
374,OKC @ POR,OKC,0.642,0.28400000000000003,1089.1310254812352,True,1089.1310254812352,16429.00462380849
375,MIL @ GSW,MIL,0.65,0.30000000000000004,1232.175346785637,False,-1232.175346785637,15196.829277022855
376,BOS @ DEN,BOS,0.56,0.1200000000000001,455.90487831068606,False,-455.90487831068606,14740.924398712168
377,MIA @ DAL,MIA,0.584,0.16799999999999993,619.1188247459108,False,-619.1188247459108,14121.805573966258
378,BKN @ DET,BKN,0.6219999999999999,0.24399999999999977,861.4301400119409,False,-861.4301400119409,13260.375433954317
379,ORL @ NYK,ORL,0.65,0.30000000000000004,994.528157546574,False,-994.528157546574,12265.847276407743
380,MIN @ CLE,MIN,0.5559999999999999,0.11199999999999988,343.44372373941644,False,-343.44372373941644,11922.403552668327
381,NOP @ PHI,NOP,0.6239999999999999,0.24799999999999978,739.1890202654356,True,739.1890202654356,12661.592572933763
382,ATL @ MEM,ATL,0.6040000000000001,0.20800000000000018,658.4028137925562,True,658.4028137925562,13319.99538672632
383,BKN @ CHA,BKN,0.65,0.30000000000000004,998.9996540044741,False,-998.9996540044741,12320.995732721845
384,DAL @ DET,DAL,0.6140000000000001,0.2280000000000002,702.2967567651458,True,702.2967567651458,13023.29248948699
385,BOS @ PHX,BOS,0.5539999999999999,0.10799999999999987,351.62889721614835,True,351.62889721614835,13374.92138670314
